"","OriginCountry","Year","Size"
"6073","BFA",2016,238398
"6074","BGD",2016,525528
"6075","BGR",2016,105952
"6076","BHR",2016,116557
"6077","BHS",2016,37833
"6078","BIH",2016,304393
"6079","BLR",2016,346917
"6080","BLZ",2016,27553
"6081","BMU",2016,4
"6082","BOL",2016,170213
"6083","BRA",2016,181338
"6084","BRB",2016,27045
"6085","BRN",2016,6777
"6086","BTN",2016,138746
"6087","BWA",2016,42155
"6088","CAF",2016,531169
"6089","CAN",2016,44212
"6090","CHE",2016,20796
"6091","CHL",2016,138317
"6092","CHN",2016,501252
"6093","CIV",2016,783602
"6094","CMR",2016,763280
"6095","COD",2016,984011
"6096","COG",2016,710351
"6097","COK",2016,2
"6098","COL",2016,401421
"6099","COM",2016,91997
"6100","CPV",2016,35016
"6101","CRI",2016,58708
"6102","CUB",2016,496176
"6103","CUW",2016,6177
"6104","CYM",2016,8719
"6105","CYP",2016,12169
"6106","CZE",2016,79805
"6107","DEU",2016,79820
"6108","DJI",2016,161686
"6109","DMA",2016,68522
"6110","DNK",2016,13527
"6111","DOM",2016,179110
"6112","DZA",2016,450606
"6113","ECU",2016,212286
"6114","EGY",2016,563998
"6115","ERI",2016,798672
"6116","ESH",2016,97266
"6117","ESP",2016,67192
"6118","EST",2016,68458
"6119","ETH",2016,810283
"6120","FIN",2016,16926
"6121","FJI",2016,52957
"6122","FRA",2016,64410
"6123","GAB",2016,131180
"6124","GBR",2016,60233
"6125","GEO",2016,416671
"6126","GHA",2016,441397
"6127","GIB",2016,2
"6128","GIN",2016,496070
"6129","GMB",2016,385610
"6130","GNB",2016,233029
"6131","GNQ",2016,119862
"6132","GRC",2016,57930
"6133","GRD",2016,33858
"6134","GTM",2016,193246
"6135","GUF",2016,2
"6136","GUY",2016,68518
"6137","HKG",2016,44774
"6138","HND",2016,231397
"6139","HRV",2016,143696
"6140","HTI",2016,246236
"6141","HUN",2016,133900
"6142","IDN",2016,150424
"6143","IND",2016,422616
"6144","IRL",2016,19832
"6145","IRN",2016,876583
"6146","IRQ",2016,967010
"6147","ISL",2016,5413
"6148","ISR",2016,176146
"6149","ITA",2016,75655
"6150","JAM",2016,115596
"6151","JOR",2016,411162
"6152","JPN",2016,51006
"6153","KAZ",2016,257220
"6154","KEN",2016,368270
"6155","KGZ",2016,319967
"6156","KHM",2016,131376
"6157","KIR",2016,2
"6158","KNA",2016,50181
"6159","KOR",2016,91264
"6160","KWT",2016,220908
"6161","LAO",2016,62993
"6162","LBN",2016,518372
"6163","LBR",2016,534723
"6164","LBY",2016,522428
"6165","LCA",2016,32935
"6166","LKA",2016,625249
"6167","LSO",2016,37177
"6168","LTU",2016,74962
"6169","LUX",2016,3374
"6170","LVA",2016,97837
"6171","MAC",2016,5417
"6172","MAR",2016,397658
"6173","MCO",2016,5415
"6174","MDA",2016,226381
"6175","MDG",2016,112620
"6176","MDV",2016,44062
"6177","MEX",2016,181863
"6178","MHL",2016,5413
"6179","MKD",2016,197348
"6180","MLI",2016,489022
"6181","MLT",2016,2
"6182","MMR",2016,403014
"6183","MNE",2016,124584
"6184","MNG",2016,192826
"6185","MOZ",2016,127157
"6186","MRT",2016,305555
"6187","MUS",2016,116760
"6188","MWI",2016,81160
"6189","MYS",2016,147066
"6190","NAM",2016,96021
"6191","NER",2016,196172
"6192","NFK",2016,2
"6193","NGA",2016,762487
"6194","NIC",2016,155341
"6195","NIU",2016,3104
"6196","NLD",2016,47406
"6197","NOR",2016,40969
"6198","NPL",2016,330680
"6199","NZL",2016,18281
"6200","OMN",2016,69665
"6201","PAK",2016,802712
"6202","PAN",2016,52010
"6203","PER",2016,207172
"6204","PHL",2016,279720
"6205","PLW",2016,3378
"6206","PNG",2016,25607
"6207","POL",2016,81228
"6208","PRK",2016,123204
"6209","PRT",2016,44504
"6210","PRY",2016,81298
"6211","PSE",2016,744503
"6212","QAT",2016,25620
"6213","ROU",2016,172756
"6214","RUS",2016,563074
"6215","RWA",2016,597566
"6216","SAU",2016,289776
"6217","SDN",2016,895338
"6218","SEN",2016,397282
"6219","SGP",2016,36330
"6220","SLB",2016,43915
"6221","SLE",2016,484371
"6222","SLV",2016,292612
"6223","SMR",2016,4
"6224","SOM",2016,977936
"6225","SPM",2016,4
"6226","SRB",2016,454380
"6227","SSD",2016,380498
"6228","Stateless",2016,826732
"6229","STP",2016,23572
"6230","SUR",2016,63024
"6231","SVK",2016,59553
"6232","SVN",2016,49136
"6233","SWE",2016,27459
"6234","SWZ",2016,69384
"6235","SYC",2016,27821
"6236","SYR",2016,1226827
"6237","TCA",2016,10384
"6238","TCD",2016,447270
"6239","TGO",2016,424689
"6240","THA",2016,141634
"6241","TIB",2016,31425
"6242","TJK",2016,262288
"6243","TKM",2016,212580
"6244","TLS",2016,15128
"6245","TON",2016,22809
"6246","TTO",2016,61215
"6247","TUN",2016,409959
"6248","TUR",2016,605698
"6249","TUV",2016,6
"6250","TZA",2016,293121
"6251","UGA",2016,502977
"6252","UKR",2016,571672
"6253","URY",2016,72387
"6254","USA",2016,150562
"6255","UZB",2016,410817
"6256","Various/Unknown",2016,420734
"6257","VCT",2016,36784
"6258","VEN",2016,333987
"6259","VNM",2016,335618
"6260","VUT",2016,4
"6261","WLF",2016,2
"6262","WSM",2016,17976
"6263","YEM",2016,654229
"6264","ZAF",2016,208320
"6265","ZMB",2016,132983
"6266","ZWE",2016,351585
"6267","AFG",2017,952341
"6268","AGO",2017,340955
"6269","ALB",2017,341737
"6270","AND",2017,4
"6271","ARE",2017,58292
"6272","ARG",2017,58653
"6273","ARM",2017,305285
"6274","ASM",2017,1
"6275","ATG",2017,35645
"6276","AUS",2017,20335
"6277","AUT",2017,19018
"6278","AZE",2017,377817
"6279","BDI",2017,651791
"6280","BEL",2017,20797
"6281","BEN",2017,201469
"6282","BFA",2017,187406
"6283","BGD",2017,442973
"6284","BGR",2017,100140
"6285","BHR",2017,135601
"6286","BHS",2017,24132
"6287","BIH",2017,230959
"6288","BLR",2017,298104
"6289","BLZ",2017,30490
"6290","BOL",2017,114317
"6291","BRA",2017,133644
"6292","BRB",2017,20731
"6293","BRN",2017,5
"6294","BTN",2017,85412
"6295","BWA",2017,45880
"6296","CAF",2017,484842
"6297","CAN",2017,53660
"6298","CHE",2017,16855
"6299","CHL",2017,117161
"6300","CHN",2017,448841
"6301","CIV",2017,611084
"6302","CMR",2017,649696
"6303","COD",2017,975986
"6304","COG",2017,602361
"6305","COK",2017,1
"6306","COL",2017,306873
"6307","COM",2017,49906
"6308","CPV",2017,19430
"6309","CRI",2017,47647
"6310","CUB",2017,460879
"6311","CUW",2017,6178
"6312","CYM",2017,8718
"6313","CYP",2017,11093
"6314","CZE",2017,68831
"6315","DEU",2017,62001
"6316","DJI",2017,130936
"6317","DMA",2017,37325
"6318","DNK",2017,8277
"6319","DOM",2017,148982
"6320","DZA",2017,367155
"6321","ECU",2017,194685
"6322","EGY",2017,498339
"6323","ERI",2017,772327
"6324","ESH",2017,77154
"6325","ESP",2017,72733
"6326","EST",2017,37840
"6327","ETH",2017,736342
"6328","FIN",2017,13554
"6329","FJI",2017,61381
"6330","FRA",2017,25547
"6331","GAB",2017,110926
"6332","GBR",2017,56299
"6333","GEO",2017,373342
"6334","GHA",2017,437801
"6335","GIB",2017,1
"6336","GIN",2017,416412
"6337","GLP",2017,6435
"6338","GMB",2017,316932
"6339","GNB",2017,213604
"6340","GNQ",2017,76406
"6341","GRC",2017,36480
"6342","GRD",2017,23915
"6343","GTM",2017,183480
"6344","GUF",2017,15493
"6345","GUM",2017,1
"6346","GUY",2017,36604
"6347","HKG",2017,34004
"6348","HND",2017,227868
"6349","HRV",2017,111047
"6350","HTI",2017,254146
"6351","HUN",2017,90528
"6352","IDN",2017,127858
"6353","IND",2017,410856
"6354","IRL",2017,6297
"6355","IRN",2017,831497
"6356","IRQ",2017,931946
"6357","ISL",2017,1
"6358","ISR",2017,111559
"6359","ITA",2017,62716
"6360","JAM",2017,106002
"6361","JOR",2017,364183
"6362","JPN",2017,34412
"6363","KAZ",2017,242237
"6364","KEN",2017,322743
"6365","KGZ",2017,218190
"6366","KHM",2017,104506
"6367","KIR",2017,1
"6368","KNA",2017,32151
"6369","KOR",2017,74433
"6370","KWT",2017,228612
"6371","LAO",2017,42907
"6372","LBN",2017,406927
"6373","LBR",2017,450087
"6374","LBY",2017,498615
"6375","LCA",2017,32235
"6376","LKA",2017,539392
"6377","LSO",2017,8728
"6378","LTU",2017,76074
"6379","LUX",2017,2
"6380","LVA",2017,49086
"6381","MAC",2017,14601
"6382","MAR",2017,328539
"6383","MCO",2017,2
"6384","MDA",2017,218219
"6385","MDG",2017,74871
"6386","MDV",2017,49752
"6387","MEX",2017,179753
"6388","MHL",2017,9433
"6389","MKD",2017,208707
"6390","MLI",2017,462118
"6391","MLT",2017,2
"6392","MMR",2017,381205
"6393","MNE",2017,123012
"6394","MNG",2017,215597
"6395","MOZ",2017,121504
"6396","MRT",2017,244769
"6397","MUS",2017,103751
"6398","MWI",2017,56552
"6399","MYS",2017,122495
"6400","NAM",2017,81417
"6401","NER",2017,224747
"6402","NGA",2017,680520
"6403","NIC",2017,140518
"6404","NIU",2017,9879
"6405","NLD",2017,29481
"6406","NOR",2017,33965
"6407","NPL",2017,256410
"6408","NZL",2017,19690
"6409","OMN",2017,38725
"6410","PAK",2017,758211
"6411","PAN",2017,34721
"6412","PER",2017,216097
"6413","PHL",2017,267398
"6414","PLW",2017,6776
"6415","PNG",2017,13191
"6416","POL",2017,56712
"6417","PRI",2017,1
"6418","PRK",2017,168245
"6419","PRT",2017,44346
"6420","PRY",2017,82763
"6421","PSE",2017,695634
"6422","QAT",2017,16726
"6423","ROU",2017,134241
"6424","RUS",2017,525278
"6425","RWA",2017,525327
"6426","SAU",2017,205793
"6427","SDN",2017,862988
"6428","SEN",2017,329285
"6429","SGP",2017,46249
"6430","SLB",2017,19058
"6431","SLE",2017,424288
"6432","SLV",2017,294875
"6433","SMR",2017,2
"6434","SOM",2017,919685
"6435","SPM",2017,2
"6436","SRB",2017,373240
"6437","SSD",2017,350277
"6438","Stateless",2017,786106
"6439","STP",2017,8793
"6440","SUR",2017,47312
"6441","SVK",2017,42251
"6442","SVN",2017,41452
"6443","SWE",2017,35650
"6444","SWZ",2017,50415
"6445","SYC",2017,7832
"6446","SYR",2017,1146108
"6447","TCA",2017,1599
"6448","TCD",2017,443392
"6449","TGO",2017,375198
"6450","THA",2017,132479
"6451","TIB",2017,39146
"6452","TJK",2017,260352
"6453","TKM",2017,156859
"6454","TLS",2017,24680
"6455","TON",2017,17449
"6456","TTO",2017,46507
"6457","TUN",2017,332352
"6458","TUR",2017,690885
"6459","TUV",2017,2
"6460","TZA",2017,245917
"6461","UGA",2017,447595
"6462","UKR",2017,483883
"6463","URY",2017,46941
"6464","USA",2017,148489
"6465","UZB",2017,359106
"6466","Various/Unknown",2017,439089
"6467","VCT",2017,12186
"6468","VEN",2017,430911
"6469","VNM",2017,304745
"6470","VUT",2017,19510
"6471","WSM",2017,5
"6472","YEM",2017,639611
"6473","ZAF",2017,180808
"6474","ZMB",2017,119268
"6475","ZWE",2017,307001
"6476","AFG",2018,812298
"6477","AGO",2018,342331
"6478","ALB",2018,284056
"6479","AND",2018,3
"6480","ARE",2018,75456
"6481","ARG",2018,108216
"6482","ARM",2018,299523
"6483","ATG",2018,27451
"6484","AUS",2018,9891
"6485","AUT",2018,1608
"6486","AZE",2018,297054
"6487","BDI",2018,613828
"6488","BEL",2018,28355
"6489","BEN",2018,172591
"6490","BFA",2018,201423
"6491","BGD",2018,425806
"6492","BGR",2018,75310
"6493","BHR",2018,93961
"6494","BHS",2018,22727
"6495","BIH",2018,226105
"6496","BLR",2018,245061
"6497","BLZ",2018,31707
"6498","BOL",2018,114213
"6499","BRA",2018,149687
"6500","BRB",2018,23550
"6501","BRN",2018,6
"6502","BTN",2018,66017
"6503","BWA",2018,39381
"6504","CAF",2018,514449
"6505","CAN",2018,27349
"6506","CHE",2018,1265
"6507","CHL",2018,144876
"6508","CHN",2018,395184
"6509","CIV",2018,523296
"6510","CMR",2018,676315
"6511","COD",2018,894954
"6512","COG",2018,576453
"6513","COK",2018,2
"6514","COL",2018,388633
"6515","COM",2018,63772
"6516","CPV",2018,14560
"6517","CRI",2018,41598
"6518","CUB",2018,438569
"6519","CUW",2018,6178
"6520","CYM",2018,8719
"6521","CYP",2018,10314
"6522","CZE",2018,60240
"6523","DEU",2018,59357
"6524","DJI",2018,120610
"6525","DMA",2018,28624
"6526","DNK",2018,12698
"6527","DOM",2018,126465
"6528","DZA",2018,381011
"6529","ECU",2018,185069
"6530","EGY",2018,537577
"6531","ERI",2018,723659
"6532","ESH",2018,95981
"6533","ESP",2018,69552
"6534","EST",2018,28487
"6535","ETH",2018,700328
"6536","FIN",2018,7830
"6537","FJI",2018,48174
"6538","FRA",2018,37408
"6539","FSM",2018,1
"6540","GAB",2018,74015
"6541","GBR",2018,52147
"6542","GEO",2018,326159
"6543","GHA",2018,390627
"6544","GIB",2018,1
"6545","GIN",2018,406500
"6546","GLP",2018,448
"6547","GMB",2018,277345
"6548","GNB",2018,233366
"6549","GNQ",2018,74214
"6550","GRC",2018,49162
"6551","GRD",2018,32975
"6552","GTM",2018,157153
"6553","GUF",2018,10670
"6554","GUM",2018,1
"6555","GUY",2018,55768
"6556","HKG",2018,26607
"6557","HND",2018,205773
"6558","HRV",2018,86544
"6559","HTI",2018,198458
"6560","HUN",2018,88110
"6561","IDN",2018,140047
"6562","IND",2018,362976
"6563","IRL",2018,17240
"6564","IRN",2018,785799
"6565","IRQ",2018,966275
"6566","ISL",2018,2
"6567","ISR",2018,115449
"6568","ITA",2018,39419
"6569","JAM",2018,111608
"6570","JOR",2018,361452
"6571","JPN",2018,35533
"6572","KAZ",2018,238951
"6573","KEN",2018,310699
"6574","KGZ",2018,217063
"6575","KHM",2018,126519
"6576","KIR",2018,1
"6577","KNA",2018,17844
"6578","KOR",2018,86845
"6579","KWT",2018,214342
"6580","LAO",2018,54770
"6581","LBN",2018,392214
"6582","LBR",2018,394284
"6583","LBY",2018,454888
"6584","LCA",2018,36630
"6585","LKA",2018,567089
"6586","LSO",2018,19999
"6587","LTU",2018,60779
"6588","LUX",2018,3
"6589","LVA",2018,64718
"6590","MAC",2018,4508
"6591","MAR",2018,322597
"6592","MCO",2018,1
"6593","MDA",2018,206942
"6594","MDG",2018,52678
"6595","MDV",2018,25797
"6596","MEX",2018,133860
"6597","MHL",2018,9433
"6598","MKD",2018,162790
"6599","MLI",2018,380395
"6600","MLT",2018,4
"6601","MMR",2018,345185
"6602","MNE",2018,86375
"6603","MNG",2018,159995
"6604","MOZ",2018,97456
"6605","MRT",2018,226709
"6606","MTQ",2018,1
"6607","MUS",2018,105665
"6608","MWI",2018,83797
"6609","MYS",2018,102804
"6610","NAM",2018,64580
"6611","NER",2018,216765
"6612","NGA",2018,623113
"6613","NIC",2018,207066
"6614","NIU",2018,10929
"6615","NLD",2018,26123
"6616","NOR",2018,8728
"6617","NPL",2018,247044
"6618","NZL",2018,16700
"6619","OMN",2018,31964
"6620","PAK",2018,770679
"6621","PAN",2018,39415
"6622","PER",2018,210452
"6623","PHL",2018,246922
"6624","PLW",2018,4
"6625","PNG",2018,14265
"6626","POL",2018,39414
"6627","PRI",2018,1
"6628","PRK",2018,117140
"6629","PRT",2018,14727
"6630","PRY",2018,85764
"6631","PSE",2018,631375
"6632","QAT",2018,15834
"6633","ROU",2018,118195
"6634","RUS",2018,601171
"6635","RWA",2018,524703
"6636","SAU",2018,210302
"6637","SDN",2018,792492
"6638","SEN",2018,283021
"6639","SGP",2018,32083
"6640","SLB",2018,22826
"6641","SLE",2018,389900
"6642","SLV",2018,308293
"6643","SMR",2018,2
"6644","SOM",2018,858695
"6645","SPM",2018,2
"6646","SRB",2018,351024
"6647","SSD",2018,372468
"6648","Stateless",2018,777186
"6649","STP",2018,9216
"6650","SUR",2018,41619
"6651","SVK",2018,46018
"6652","SVN",2018,34696
"6653","SWE",2018,29898
"6654","SWZ",2018,37403
"6655","SYC",2018,8
"6656","SYR",2018,1137091
"6657","TCA",2018,1598
"6658","TCD",2018,392654
"6659","TGO",2018,348997
"6660","THA",2018,112882
"6661","TIB",2018,10512
"6662","TJK",2018,293649
"6663","TKM",2018,178477
"6664","TLS",2018,17264
"6665","TON",2018,17556
"6666","TTO",2018,64008
"6667","TUN",2018,267339
"6668","TUR",2018,737906
"6669","TUV",2018,2
"6670","TZA",2018,193068
"6671","UGA",2018,406157
"6672","UKR",2018,495983
"6673","URY",2018,28709
"6674","USA",2018,129109
"6675","UZB",2018,328934
"6676","Various/Unknown",2018,451919
"6677","VAT",2018,1
"6678","VCT",2018,19047
"6679","VEN",2018,529591
"6680","VNM",2018,281695
"6681","VUT",2018,7225
"6682","WSM",2018,7006
"6683","YEM",2018,686474
"6684","ZAF",2018,196257
"6685","ZMB",2018,106878
"6686","ZWE",2018,289302
