"","OriginCountry","Year","Size"
"2067","SAU",1995,17767
"2068","SDN",1995,196068
"2069","SEN",1995,44441
"2070","SGP",1995,10077
"2071","SLB",1995,6034
"2072","SLE",1995,96786
"2073","SLV",1995,76462
"2074","SOM",1995,296124
"2075","SRB",1995,162552
"2076","Stateless",1995,69789
"2077","STP",1995,9101
"2078","SUR",1995,19478
"2079","SVK",1995,33521
"2080","SVN",1995,11758
"2081","SWE",1995,4505
"2082","SWZ",1995,1912
"2083","SYC",1995,20643
"2084","SYR",1995,104288
"2085","TCD",1995,88209
"2086","TGO",1995,88573
"2087","THA",1995,13185
"2088","TIB",1995,8795
"2089","TJK",1995,48535
"2090","TKM",1995,7321
"2091","TTO",1995,879
"2092","TUN",1995,32777
"2093","TUR",1995,71169
"2094","TUV",1995,5413
"2095","TZA",1995,22432
"2096","UGA",1995,94110
"2097","UKR",1995,42269
"2098","URY",1995,22333
"2099","USA",1995,7527
"2100","UZB",1995,21938
"2101","Various/Unknown",1995,484641
"2102","VCT",1995,9433
"2103","VEN",1995,22343
"2104","VNM",1995,152069
"2105","YEM",1995,61873
"2106","ZAF",1995,77524
"2107","ZMB",1995,7969
"2108","ZWE",1995,26048
"2109","AFG",1996,183423
"2110","AGO",1996,114728
"2111","ALB",1996,69057
"2112","AND",1996,6
"2113","ARG",1996,44914
"2114","ARM",1996,124103
"2115","AUS",1996,2
"2116","AUT",1996,14413
"2117","AZE",1996,66149
"2118","BDI",1996,252546
"2119","BEL",1996,7825
"2120","BEN",1996,18105
"2121","BFA",1996,34567
"2122","BGD",1996,101775
"2123","BGR",1996,83106
"2124","BHR",1996,14531
"2125","BIH",1996,192222
"2126","BLR",1996,34793
"2127","BLZ",1996,5413
"2128","BOL",1996,35616
"2129","BRA",1996,20694
"2130","BRB",1996,4
"2131","BTN",1996,29255
"2132","BWA",1996,3866
"2133","CAF",1996,25440
"2134","CAN",1996,13550
"2135","CHE",1996,5725
"2136","CHL",1996,107922
"2137","CHN",1996,94899
"2138","CIV",1996,31096
"2139","CMR",1996,110657
"2140","COD",1996,224105
"2141","COG",1996,42341
"2142","COL",1996,90672
"2143","COM",1996,20300
"2144","CPV",1996,4
"2145","CRI",1996,9118
"2146","CUB",1996,132950
"2147","CYP",1996,15461
"2148","CZE",1996,57924
"2149","DEU",1996,26357
"2150","DJI",1996,30297
"2151","DMA",1996,2
"2152","DNK",1996,6034
"2153","DOM",1996,13084
"2154","DZA",1996,111270
"2155","ECU",1996,15691
"2156","EGY",1996,55853
"2157","ERI",1996,59255
"2158","ESH",1996,3777
"2159","ESP",1996,19594
"2160","EST",1996,37271
"2161","ETH",1996,233021
"2162","FIN",1996,2
"2163","FJI",1996,15520
"2164","FRA",1996,20880
"2165","GAB",1996,14717
"2166","GBR",1996,18713
"2167","GEO",1996,85356
"2168","GHA",1996,112565
"2169","GIN",1996,63542
"2170","GMB",1996,39352
"2171","GNB",1996,29277
"2172","GNQ",1996,37475
"2173","GRC",1996,23800
"2174","GRD",1996,5
"2175","GTM",1996,57969
"2176","GUF",1996,7825
"2177","GUY",1996,16972
"2178","HKG",1996,3469
"2179","HND",1996,52169
"2180","HRV",1996,91060
"2181","HTI",1996,62944
"2182","HUN",1996,45425
"2183","IDN",1996,42689
"2184","IND",1996,76866
"2185","IRL",1996,3374
"2186","IRN",1996,286400
"2187","IRQ",1996,296444
"2188","ISL",1996,6775
"2189","ISR",1996,39322
"2190","ITA",1996,12234
"2191","JAM",1996,10078
"2192","JOR",1996,47821
"2193","JPN",1996,3374
"2194","KAZ",1996,35332
"2195","KEN",1996,80973
"2196","KGZ",1996,12441
"2197","KHM",1996,66407
"2198","KOR",1996,39730
"2199","KWT",1996,39486
"2200","LAO",1996,61712
"2201","LBN",1996,65032
"2202","LBR",1996,198356
"2203","LBY",1996,73882
"2204","LCA",1996,3374
"2205","LKA",1996,164840
"2206","LSO",1996,3374
"2207","LTU",1996,41804
"2208","LVA",1996,52279
"2209","MAC",1996,2
"2210","MAR",1996,50485
"2211","MCO",1996,2
"2212","MDA",1996,53495
"2213","MDG",1996,9838
"2214","MDV",1996,2
"2215","MEX",1996,16902
"2216","MKD",1996,23848
"2217","MLI",1996,62085
"2218","MLT",1996,2844
"2219","MMR",1996,96776
"2220","MNG",1996,8791
"2221","MOZ",1996,60580
"2222","MRT",1996,59597
"2223","MTQ",1996,2
"2224","MUS",1996,3379
"2225","MWI",1996,24522
"2226","MYS",1996,23574
"2227","NAM",1996,15490
"2228","NER",1996,26038
"2229","NGA",1996,173513
"2230","NIC",1996,63824
"2231","NLD",1996,17516
"2232","NOR",1996,2
"2233","NPL",1996,32440
"2234","OMN",1996,10079
"2235","PAK",1996,70807
"2236","PAN",1996,37586
"2237","PER",1996,85568
"2238","PHL",1996,29990
"2239","PNG",1996,15468
"2240","POL",1996,54209
"2241","PRI",1996,875
"2242","PRK",1996,12196
"2243","PRT",1996,20089
"2244","PRY",1996,26791
"2245","PSE",1996,115159
"2246","QAT",1996,2558
"2247","ROU",1996,83095
"2248","RUS",1996,120633
"2249","RWA",1996,276780
"2250","SAU",1996,24077
"2251","SDN",1996,222275
"2252","SEN",1996,53165
"2253","SGP",1996,10080
"2254","SLB",1996,6034
"2255","SLE",1996,123215
"2256","SLV",1996,67657
"2257","SOM",1996,340899
"2258","SRB",1996,176887
"2259","Stateless",1996,89252
"2260","STP",1996,15877
"2261","SUR",1996,20622
"2262","SVK",1996,25309
"2263","SVN",1996,23246
"2264","SWE",1996,6437
"2265","SWZ",1996,2270
"2266","SYC",1996,4649
"2267","SYR",1996,114285
"2268","TCD",1996,102882
"2269","TGO",1996,67221
"2270","THA",1996,16688
"2271","TIB",1996,9104
"2272","TJK",1996,68155
"2273","TKM",1996,22732
"2274","TON",1996,5413
"2275","TTO",1996,6290
"2276","TUN",1996,55507
"2277","TUR",1996,83688
"2278","TUV",1996,5413
"2279","TZA",1996,22286
"2280","UGA",1996,102760
"2281","UKR",1996,90822
"2282","URY",1996,20230
"2283","USA",1996,5078
"2284","UZB",1996,37131
"2285","Various/Unknown",1996,468363
"2286","VCT",1996,1255
"2287","VEN",1996,23093
"2288","VNM",1996,172204
"2289","YEM",1996,58007
"2290","ZAF",1996,82205
"2291","ZMB",1996,15158
"2292","ZWE",1996,30108
"2293","AFG",1997,238777
"2294","AGO",1997,141261
"2295","ALB",1997,105952
"2296","AND",1997,2
"2297","ARE",1997,3378
"2298","ARG",1997,38633
"2299","ARM",1997,128349
"2300","ATG",1997,2
"2301","AUS",1997,4
"2302","AUT",1997,7881
"2303","AZE",1997,74045
"2304","BDI",1997,285719
"2305","BEL",1997,10641
"2306","BEN",1997,34402
"2307","BFA",1997,57505
"2308","BGD",1997,96797
"2309","BGR",1997,95673
"2310","BHR",1997,32106
"2311","BIH",1997,227448
"2312","BLR",1997,32784
"2313","BOL",1997,39526
"2314","BRA",1997,23796
"2315","BRB",1997,3376
"2316","BTN",1997,23030
"2317","BWA",1997,2270
"2318","CAF",1997,50870
"2319","CAN",1997,16208
"2320","CHE",1997,8204
"2321","CHL",1997,109264
"2322","CHN",1997,113910
"2323","CIV",1997,51209
"2324","CMR",1997,120069
"2325","COD",1997,259823
"2326","COG",1997,111140
"2327","COL",1997,77271
"2328","COM",1997,13527
"2329","CPV",1997,4
"2330","CRI",1997,21343
"2331","CUB",1997,178423
"2332","CYP",1997,14255
"2333","CZE",1997,53592
"2334","DEU",1997,31200
"2335","DJI",1997,49295
"2336","DMA",1997,2
"2337","DNK",1997,5870
"2338","DOM",1997,17604
"2339","DZA",1997,126337
"2340","ECU",1997,38342
"2341","EGY",1997,49502
"2342","ERI",1997,114908
"2343","ESH",1997,2873
"2344","ESP",1997,16841
"2345","EST",1997,48000
"2346","ETH",1997,248090
"2347","FIN",1997,3374
"2348","FJI",1997,18206
"2349","FRA",1997,17994
"2350","GAB",1997,5930
"2351","GBR",1997,19721
"2352","GEO",1997,111737
"2353","GHA",1997,112985
"2354","GIN",1997,73753
"2355","GMB",1997,48252
"2356","GNB",1997,30707
"2357","GNQ",1997,21698
"2358","GRC",1997,13758
"2359","GRD",1997,450
"2360","GTM",1997,46834
"2361","GUF",1997,7825
"2362","GUY",1997,15324
"2363","HKG",1997,10913
"2364","HND",1997,41026
"2365","HRV",1997,98692
"2366","HTI",1997,92329
"2367","HUN",1997,71580
"2368","IDN",1997,54337
"2369","IND",1997,102459
"2370","IRL",1997,2
"2371","IRN",1997,287157
"2372","IRQ",1997,355361
"2373","ISL",1997,6777
"2374","ISR",1997,52114
"2375","ITA",1997,15547
"2376","JAM",1997,11514
"2377","JOR",1997,46913
"2378","JPN",1997,4
"2379","KAZ",1997,40076
"2380","KEN",1997,90716
"2381","KGZ",1997,24573
"2382","KHM",1997,82808
"2383","KOR",1997,31392
"2384","KWT",1997,62634
"2385","LAO",1997,82905
"2386","LBN",1997,120473
"2387","LBR",1997,231069
"2388","LBY",1997,86314
"2389","LCA",1997,3376
"2390","LKA",1997,145479
"2391","LSO",1997,3376
"2392","LTU",1997,50444
"2393","LVA",1997,47596
"2394","MAC",1997,2
"2395","MAR",1997,61012
"2396","MCO",1997,2
"2397","MDA",1997,44444
"2398","MDG",1997,17195
"2399","MDV",1997,2
"2400","MEX",1997,14985
"2401","MKD",1997,38332
"2402","MLI",1997,94023
"2403","MLT",1997,1597
"2404","MMR",1997,88908
"2405","MNG",1997,12192
"2406","MOZ",1997,37488
"2407","MRT",1997,66553
"2408","MTQ",1997,2
"2409","MUS",1997,3376
"2410","MWI",1997,30394
"2411","MYS",1997,21498
"2412","NAM",1997,3374
"2413","NER",1997,49100
"2414","NGA",1997,222477
"2415","NIC",1997,62490
"2416","NLD",1997,17408
"2417","NOR",1997,3376
"2418","NPL",1997,20580
"2419","OMN",1997,10079
"2420","PAK",1997,106646
"2421","PAN",1997,38554
"2422","PER",1997,96208
"2423","PHL",1997,26889
"2424","PNG",1997,22168
"2425","POL",1997,83568
"2426","PRK",1997,2
"2427","PRT",1997,31233
"2428","PRY",1997,28613
"2429","PSE",1997,186032
"2430","QAT",1997,2846
"2431","ROU",1997,133181
"2432","RUS",1997,197647
"2433","RWA",1997,290035
"2434","SAU",1997,29354
"2435","SDN",1997,221157
"2436","SEN",1997,51300
"2437","SGP",1997,10
"2438","SLB",1997,6034
"2439","SLE",1997,218221
"2440","SLV",1997,93778
"2441","SMR",1997,3374
"2442","SOM",1997,421513
"2443","SRB",1997,186817
"2444","Stateless",1997,147657
"2445","STP",1997,5728
"2446","SUR",1997,30340
"2447","SVK",1997,20276
"2448","SVN",1997,31306
"2449","SWE",1997,6664
"2450","SWZ",1997,5932
"2451","SYC",1997,13940
"2452","SYR",1997,118877
"2453","TCD",1997,134492
"2454","TGO",1997,93169
"2455","THA",1997,35773
"2456","TIB",1997,9688
"2457","TJK",1997,82872
"2458","TKM",1997,21107
"2459","TON",1997,5413
"2460","TTO",1997,10316
"2461","TUN",1997,67824
"2462","TUR",1997,98919
"2463","TUV",1997,5413
"2464","TZA",1997,26629
"2465","UGA",1997,125337
"2466","UKR",1997,86360
"2467","URY",1997,11499
"2468","USA",1997,18052
"2469","UZB",1997,43228
"2470","Various/Unknown",1997,376531
"2471","VCT",1997,1255
"2472","VEN",1997,18505
"2473","VNM",1997,196139
"2474","WSM",1997,2
"2475","YEM",1997,86844
"2476","ZAF",1997,67282
"2477","ZMB",1997,9706
"2478","ZWE",1997,2721
"2479","AFG",1998,313433
"2480","AGO",1998,181160
"2481","ALB",1998,109080
"2482","AND",1998,4
"2483","ARE",1998,10151
"2484","ARG",1998,53386
"2485","ARM",1998,119654
"2486","ATG",1998,4
"2487","AUS",1998,2
"2488","AUT",1998,18590
"2489","AZE",1998,121996
"2490","BDI",1998,279951
"2491","BEL",1998,17416
"2492","BEN",1998,43158
"2493","BFA",1998,62149
"2494","BGD",1998,122513
"2495","BGR",1998,125217
"2496","BHR",1998,30169
"2497","BHS",1998,2
"2498","BIH",1998,271326
"2499","BLR",1998,52870
"2500","BMU",1998,2
"2501","BOL",1998,46712
"2502","BRA",1998,29395
"2503","BRB",1998,6750
"2504","BTN",1998,36787
"2505","BWA",1998,2268
"2506","CAF",1998,58683
"2507","CAN",1998,7223
"2508","CHE",1998,9834
"2509","CHL",1998,98884
"2510","CHN",1998,162314
"2511","CIV",1998,32222
"2512","CMR",1998,181466
"2513","COD",1998,319472
"2514","COG",1998,185042
"2515","COL",1998,145824
"2516","COM",1998,19560
"2517","CPV",1998,2
"2518","CRI",1998,18520
"2519","CUB",1998,205989
"2520","CYP",1998,4825
"2521","CZE",1998,68440
"2522","DEU",1998,35357
"2523","DJI",1998,38931
"2524","DMA",1998,2
"2525","DNK",1998,5078
"2526","DOM",1998,20325
"2527","DZA",1998,188654
"2528","ECU",1998,61058
"2529","EGY",1998,79907
"2530","ERI",1998,95771
"2531","ESH",1998,20185
"2532","ESP",1998,18173
"2533","EST",1998,48134
"2534","ETH",1998,286958
"2535","FIN",1998,10149
"2536","FJI",1998,12357
"2537","FRA",1998,18452
"2538","GAB",1998,21492
"2539","GBR",1998,21118
"2540","GEO",1998,109661
"2541","GHA",1998,150932
"2542","GIN",1998,81072
"2543","GMB",1998,52907
"2544","GNB",1998,60695
"2545","GNQ",1998,25264
"2546","GRC",1998,16614
"2547","GRD",1998,3106
"2548","GTM",1998,56529
"2549","GUF",1998,7825
"2550","GUY",1998,5087
"2551","HKG",1998,10038
"2552","HND",1998,54176
"2553","HRV",1998,112000
"2554","HTI",1998,100306
"2555","HUN",1998,67795
"2556","IDN",1998,64413
"2557","IND",1998,122167
"2558","IRN",1998,283573
"2559","IRQ",1998,406735
"2560","ISL",1998,6777
"2561","ISR",1998,52106
"2562","ITA",1998,29666
"2563","JAM",1998,2474
"2564","JOR",1998,84979
"2565","JPN",1998,3376
"2566","KAZ",1998,50475
"2567","KEN",1998,113234
"2568","KGZ",1998,39498
"2569","KHM",1998,79637
"2570","KOR",1998,41707
"2571","KWT",1998,42081
"2572","LAO",1998,76997
"2573","LBN",1998,136103
"2574","LBR",1998,293661
"2575","LBY",1998,113479
"2576","LCA",1998,6777
"2577","LKA",1998,207542
"2578","LSO",1998,3376
"2579","LTU",1998,33810
"2580","LVA",1998,48011
"2581","MAC",1998,2
"2582","MAR",1998,72040
"2583","MCO",1998,2
"2584","MDA",1998,64454
"2585","MDG",1998,22971
"2586","MDV",1998,3374
"2587","MEX",1998,31468
"2588","MKD",1998,79012
"2589","MLI",1998,78460
"2590","MLT",1998,5286
"2591","MMR",1998,113843
"2592","MNG",1998,26361
"2593","MOZ",1998,38284
"2594","MRT",1998,71512
"2595","MUS",1998,20634
"2596","MWI",1998,33958
"2597","MYS",1998,36308
"2598","NAM",1998,11807
"2599","NER",1998,49809
"2600","NGA",1998,253788
"2601","NIC",1998,70307
"2602","NLD",1998,15845
"2603","NOR",1998,3378
"2604","NPL",1998,30096
"2605","OMN",1998,10081
"2606","PAK",1998,142237
"2607","PAN",1998,27482
"2608","PER",1998,160776
"2609","PHL",1998,42022
"2610","PNG",1998,19093
"2611","POL",1998,74171
"2612","PRK",1998,15535
"2613","PRT",1998,28730
"2614","PRY",1998,33439
"2615","PSE",1998,194942
"2616","QAT",1998,3631
"2617","ROU",1998,142971
"2618","RUS",1998,203911
"2619","RWA",1998,376192
"2620","SAU",1998,32532
"2621","SDN",1998,301059
"2622","SEN",1998,82324
"2623","SGP",1998,16549
"2624","SLB",1998,6034
"2625","SLE",1998,267147
"2626","SLV",1998,94015
"2627","SMR",1998,6775
"2628","SOM",1998,417313
"2629","SRB",1998,223811
"2630","Stateless",1998,146800
"2631","STP",1998,19429
"2632","SUR",1998,22368
"2633","SVK",1998,29963
"2634","SVN",1998,32181
"2635","SWE",1998,6666
"2636","SWZ",1998,5249
"2637","SYC",1998,24729
"2638","SYR",1998,160062
"2639","TCD",1998,129813
"2640","TGO",1998,107922
"2641","THA",1998,41308
"2642","TIB",1998,26277
"2643","TJK",1998,104244
"2644","TKM",1998,52488
"2645","TON",1998,3374
"2646","TTO",1998,12279
"2647","TUN",1998,106191
"2648","TUR",1998,121725
"2649","TUV",1998,5413
"2650","TZA",1998,41416
"2651","UGA",1998,136813
"2652","UKR",1998,106098
"2653","URY",1998,16713
"2654","USA",1998,15730
"2655","UZB",1998,60307
"2656","Various/Unknown",1998,393214
"2657","VCT",1998,4297
"2658","VEN",1998,22977
"2659","VNM",1998,205614
"2660","WSM",1998,2
"2661","YEM",1998,85639
"2662","ZAF",1998,60701
"2663","ZMB",1998,12109
"2664","ZWE",1998,3961
"2665","AFG",1999,293859
"2666","AGO",1999,210699
"2667","ALB",1999,134059
"2668","AND",1999,6
"2669","ARE",1999,10151
"2670","ARG",1999,51424
"2671","ARM",1999,140117
"2672","ATG",1999,4
"2673","AUS",1999,3376
"2674","AUT",1999,7637
"2675","AZE",1999,131536
"2676","BDI",1999,326236
"2677","BEL",1999,10152
"2678","BEN",1999,39700
"2679","BFA",1999,49482
"2680","BGD",1999,115390
"2681","BGR",1999,113041
"2682","BHR",1999,39400
"2683","BHS",1999,2
"2684","BIH",1999,282844
"2685","BLR",1999,49858
"2686","BLZ",1999,15494
"2687","BMU",1999,2
"2688","BOL",1999,57842
"2689","BRA",1999,20418
"2690","BRB",1999,3378
"2691","BTN",1999,47511
"2692","BWA",1999,3
"2693","CAF",1999,58459
"2694","CAN",1999,8372
"2695","CHE",1999,10642
"2696","CHL",1999,98485
"2697","CHN",1999,170907
"2698","CIV",1999,44486
"2699","CMR",1999,180914
"2700","COD",1999,321489
"2701","COG",1999,201487
"2702","COL",1999,144736
"2703","COM",1999,19556
"2704","CPV",1999,4
"2705","CRI",1999,20504
"2706","CUB",1999,208558
"2707","CYP",1999,6290
"2708","CZE",1999,78932
"2709","DEU",1999,19396
"2710","DJI",1999,51680
"2711","DMA",1999,3376
"2712","DNK",1999,4505
"2713","DOM",1999,20779
"2714","DZA",1999,259397
"2715","ECU",1999,65661
"2716","EGY",1999,86249
"2717","ERI",1999,138313
"2718","ESH",1999,26389
"2719","ESP",1999,14477
"2720","EST",1999,51942
"2721","ETH",1999,292821
"2722","FIN",1999,10149
"2723","FJI",1999,11456
"2724","FRA",1999,18677
"2725","GAB",1999,16758
"2726","GBR",1999,21641
"2727","GEO",1999,117332
"2728","GHA",1999,156896
"2729","GIN",1999,89853
"2730","GMB",1999,62429
"2731","GNB",1999,72629
"2732","GNQ",1999,27968
"2733","GRC",1999,16611
"2734","GRD",1999,6179
"2735","GTM",1999,70478
"2736","GUF",1999,7825
"2737","GUY",1999,6442
"2738","HKG",1999,5932
"2739","HND",1999,50181
"2740","HRV",1999,124764
"2741","HTI",1999,103393
"2742","HUN",1999,65164
"2743","IDN",1999,60878
"2744","IND",1999,97714
"2745","IRN",1999,249571
"2746","IRQ",1999,412253
"2747","ISL",1999,6777
"2748","ISR",1999,43858
"2749","ITA",1999,27069
"2750","JAM",1999,4756
"2751","JOR",1999,77933
"2752","JPN",1999,3376
"2753","KAZ",1999,80779
"2754","KEN",1999,97732
"2755","KGZ",1999,32994
"2756","KHM",1999,99043
"2757","KOR",1999,37018
"2758","KWT",1999,49132
"2759","LAO",1999,91663
"2760","LBN",1999,130333
"2761","LBR",1999,312829
"2762","LBY",1999,103935
"2763","LCA",1999,14600
"2764","LKA",1999,198156
"2765","LSO",1999,3376
"2766","LTU",1999,34994
"2767","LVA",1999,40969
"2768","MAC",1999,2
"2769","MAR",1999,78490
"2770","MCO",1999,2
"2771","MDA",1999,77131
"2772","MDG",1999,24147
"2773","MDV",1999,3376
"2774","MEX",1999,26680
"2775","MKD",1999,106130
"2776","MLI",1999,69931
"2777","MLT",1999,8259
"2778","MMR",1999,109929
"2779","MNG",1999,34110
"2780","MOZ",1999,27534
"2781","MRT",1999,72261
"2782","MUS",1999,11201
"2783","MWI",1999,25585
"2784","MYS",1999,32751
"2785","NAM",1999,24215
"2786","NER",1999,53600
"2787","NGA",1999,191357
"2788","NIC",1999,68552
"2789","NLD",1999,12122
"2790","NOR",1999,3378
"2791","NPL",1999,22079
"2792","NRU",1999,5413
"2793","OMN",1999,10081
"2794","PAK",1999,169050
"2795","PAN",1999,24503
"2796","PER",1999,174920
"2797","PHL",1999,44278
"2798","PNG",1999,12093
"2799","POL",1999,78729
"2800","PRK",1999,22310
"2801","PRT",1999,23317
"2802","PRY",1999,30162
"2803","PSE",1999,192307
"2804","QAT",1999,8721
"2805","ROU",1999,130997
"2806","RUS",1999,211045
"2807","RWA",1999,313896
"2808","SAU",1999,37390
"2809","SDN",1999,309854
"2810","SEN",1999,79488
"2811","SGP",1999,18135
"2812","SLB",1999,6034
"2813","SLE",1999,270256
"2814","SLV",1999,81758
"2815","SMR",1999,6775
"2816","SOM",1999,381132
"2817","SRB",1999,263498
"2818","Stateless",1999,163666
"2819","STP",1999,5249
"2820","SUR",1999,18807
"2821","SVK",1999,34738
"2822","SVN",1999,36852
"2823","SWE",1999,5416
"2824","SWZ",1999,4904
"2825","SYC",1999,9920
"2826","SYR",1999,116731
"2827","TCD",1999,149959
"2828","TGO",1999,106427
"2829","THA",1999,56386
"2830","TIB",1999,25680
"2831","TJK",1999,105966
"2832","TKM",1999,75275
"2833","TLS",1999,2359
"2834","TON",1999,3374
"2835","TTO",1999,11991
"2836","TUN",1999,94409
"2837","TUR",1999,141710
"2838","TUV",1999,5413
"2839","TZA",1999,56413
"2840","UGA",1999,135539
"2841","UKR",1999,145051
"2842","URY",1999,5545
"2843","USA",1999,15902
"2844","UZB",1999,34344
"2845","Various/Unknown",1999,371287
"2846","VCT",1999,6311
"2847","VEN",1999,25148
"2848","VNM",1999,225100
"2849","WSM",1999,2
"2850","YEM",1999,98488
"2851","ZAF",1999,58041
"2852","ZMB",1999,22357
"2853","ZWE",1999,7333
"2854","AFG",2000,609994
"2855","AGO",2000,342178
"2856","ALB",2000,177014
"2857","AND",2000,6
"2858","ARE",2000,36432
"2859","ARG",2000,67045
"2860","ARM",2000,234696
"2861","ATG",2000,12093
"2862","AUS",2000,8791
"2863","AUT",2000,4713
"2864","AZE",2000,270996
"2865","BDI",2000,469616
"2866","BEL",2000,18942
"2867","BEN",2000,88465
"2868","BFA",2000,95754
"2869","BGD",2000,169220
"2870","BGR",2000,169650
"2871","BHR",2000,50841
"2872","BHS",2000,12811
"2873","BIH",2000,333036
"2874","BLR",2000,131835
"2875","BLZ",2000,17809
"2876","BMU",2000,2
"2877","BOL",2000,96696
"2878","BRA",2000,42836
"2879","BRB",2000,21280
"2880","BTN",2000,90384
"2881","BWA",2000,5417
"2882","CAF",2000,106230
"2883","CAN",2000,22957
"2884","CHE",2000,9370
"2885","CHL",2000,103446
"2886","CHN",2000,292131
"2887","CIV",2000,129249
"2888","CMR",2000,278488
"2889","COD",2000,586364
"2890","COG",2000,439580
"2891","COL",2000,247497
"2892","COM",2000,46072
"2893","CPV",2000,1261
"2894","CRI",2000,21222
"2895","CUB",2000,309434
"2896","CYP",2000,25676
"2897","CZE",2000,123694
"2898","DEU",2000,39177
"2899","DJI",2000,58425
"2900","DMA",2000,8724
"2901","DNK",2000,15817
"2902","DOM",2000,36930
"2903","DZA",2000,357773
"2904","ECU",2000,121995
"2905","EGY",2000,195870
"2906","ERI",2000,245686
"2907","ESH",2000,36066
"2908","ESP",2000,16612
"2909","EST",2000,78426
"2910","ETH",2000,478075
"2911","FIN",2000,12194
"2912","FJI",2000,21113
"2913","FRA",2000,29058
"2914","GAB",2000,36026
"2915","GBR",2000,48642
"2916","GEO",2000,214574
"2917","GHA",2000,266987
"2918","GIN",2000,202681
"2919","GMB",2000,103744
"2920","GNB",2000,96463
"2921","GNQ",2000,58228
"2922","GRC",2000,30810
"2923","GRD",2000,18053
"2924","GTM",2000,73540
"2925","GUY",2000,15685
"2926","HKG",2000,16828
"2927","HND",2000,61977
"2928","HRV",2000,176469
"2929","HTI",2000,126662
"2930","HUN",2000,88707
"2931","IDN",2000,89151
"2932","IND",2000,229565
"2933","IRL",2000,10828
"2934","IRN",2000,493707
"2935","IRQ",2000,676424
"2936","ISL",2000,6779
"2937","ISR",2000,104018
"2938","ITA",2000,39652
"2939","JAM",2000,18379
"2940","JOR",2000,160404
"2941","JPN",2000,9239
"2942","KAZ",2000,157284
"2943","KEN",2000,139945
"2944","KGZ",2000,106897
"2945","KHM",2000,154018
"2946","KNA",2000,5415
"2947","KOR",2000,67423
"2948","KWT",2000,94462
"2949","LAO",2000,111551
"2950","LBN",2000,208049
"2951","LBR",2000,439297
"2952","LBY",2000,228396
"2953","LCA",2000,29268
"2954","LKA",2000,339464
"2955","LSO",2000,3380
"2956","LTU",2000,88680
"2957","LVA",2000,70340
"2958","MAC",2000,7829
"2959","MAR",2000,189486
"2960","MCO",2000,2
"2961","MDA",2000,153545
"2962","MDG",2000,37534
"2963","MDV",2000,3384
"2964","MEX",2000,32028
"2965","MKD",2000,165034
"2966","MLI",2000,119207
"2967","MLT",2000,13065
"2968","MMR",2000,208960
"2969","MNG",2000,90051
"2970","MOZ",2000,27295
"2971","MRT",2000,121065
"2972","MUS",2000,33008
"2973","MWI",2000,32364
"2974","MYS",2000,42725
"2975","NAM",2000,33522
"2976","NER",2000,82475
"2977","NGA",2000,352690
"2978","NIC",2000,93573
"2979","NLD",2000,19327
"2980","NOR",2000,3380
"2981","NPL",2000,53125
"2982","NRU",2000,5413
"2983","NZL",2000,3374
"2984","OMN",2000,17512
"2985","PAK",2000,317203
"2986","PAN",2000,40810
"2987","PER",2000,239787
"2988","PHL",2000,63731
"2989","PLW",2000,2
"2990","PNG",2000,17504
"2991","POL",2000,134072
"2992","PRK",2000,58258
"2993","PRT",2000,53439
"2994","PRY",2000,51071
"2995","PSE",2000,346901
"2996","QAT",2000,18818
"2997","ROU",2000,228529
"2998","RUS",2000,368530
"2999","RWA",2000,536451
"3000","SAU",2000,65728
"3001","SDN",2000,582384
"3002","SEN",2000,135549
"3003","SGP",2000,26523
"3004","SLB",2000,14553
"3005","SLE",2000,513668
"3006","SLV",2000,122904
"3007","SMR",2000,10149
"3008","SOM",2000,642545
"3009","SRB",2000,410485
"3010","Stateless",2000,188663
"3011","STP",2000,16178
"3012","SUR",2000,21204
"3013","SVK",2000,94719
"3014","SVN",2000,63753
"3015","SWE",2000,11345
"3016","SWZ",2000,9016
"3017","SYC",2000,32720
"3018","SYR",2000,330786
"3019","TCD",2000,253242
"3020","TGO",2000,153565
"3021","THA",2000,68410
"3022","TIB",2000,24816
"3023","TJK",2000,184678
"3024","TKM",2000,86287
"3025","TLS",2000,4076
"3026","TON",2000,16101
"3027","TTO",2000,18757
"3028","TUN",2000,148873
"3029","TUR",2000,311990
"3030","TUV",2000,5413
"3031","TZA",2000,119707
"3032","UGA",2000,238570
"3033","UKR",2000,189793
"3034","URY",2000,19299
"3035","USA",2000,33612
"3036","UZB",2000,98422
"3037","Various/Unknown",2000,539867
"3038","VCT",2000,17599
"3039","VEN",2000,33603
"3040","VNM",2000,271886
"3041","VUT",2000,3374
"3042","WSM",2000,6
"3043","YEM",2000,164094
"3044","ZAF",2000,92688
"3045","ZMB",2000,52078
"3046","ZWE",2000,55972
"3047","AFG",2001,634894
"3048","AGO",2001,415111
"3049","ALB",2001,213796
"3050","AND",2001,9435
"3051","ARE",2001,29529
"3052","ARG",2001,40984
"3053","ARM",2001,265053
"3054","ATG",2001,18868
"3055","AUS",2001,15496
"3056","AUT",2001,8271
"3057","AZE",2001,247303
"3058","BDI",2001,553607
"3059","BEL",2001,24257
"3060","BEN",2001,81450
"3061","BFA",2001,88860
"3062","BGD",2001,207783
"3063","BGR",2001,172782
"3064","BHR",2001,36298
"3065","BHS",2001,4297
"3066","BIH",2001,356909
"3067","BLR",2001,146133
"3068","BLZ",2001,13450
